district,relationship,politician_edu,politican_rel,mar_status,resp_caste_cat,resp_jati,caste_sc,wm_bef,wm_years,wm_familybefore,wm_familyyears,pol_infamily,self_emp,inc_sor,govt_empinfam,wm_train,wm_app,wm_app_use,wm_watersupply,wm_moneycol,whatsapp,whatsapp_number,whatsapp_self,message,wm_wagroup,join_interestyesno,join_interest,sc_group,scheme_noproblem,scheme_problem,citiprbrt,phone_mukhiya,phone_scret,phone_bpro,phone_lasttimebpro,phone_bdo,phone_lasttimebdo,interaction_gp,candidate_gp_count,interaction_block,candidate_block_count,interaction_samedist,candidate_samedist_count,interaction_outside,candidate_outside_count,acctrt,awasrt,naligalirt,naljalrt,pdsrt,pensionrt,solarlightrt,schknwrt,schconfirt,polpref_self,pol_party_part,polpref_supportelec,t_dummy
मधुबनी,Self,Std 9,Hindu,Married,SC,SC/18/मुसहर,Yes,Yes,4,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,No,,,,,Yes,same GP,2,Nali gali,No Problem faced,1,Yes,Yes,No,Last week,No,Didn't speak,Yes,2,No,0,No,0,No,0,3,4,4,0,0,0,4,3,2,Yes,No,No,Control
मधुबनी,Spouse,Std 10,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,Yes,2,Yes,1,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,2,Mnrega,Nal Jal,3,Yes,Yes,Yes,Lst month,Yes,Last 2-3 months,No,0,No,0,No,0,No,0,2,2,0,0,0,0,0,2,0,No,No,No,Treatment
मधुबनी,Self,Std 10,Hindu,Married,SC,SC/7/चौपाल,Yes,Yes,1,No,,No,Yes,NonAgri labor,No,Yes,No,,Nal Jal,No,No,,,,,No,,,No work done,No work done,1,Yes,Yes,No,Didn't speak,Yes,Last 2-3 months,Yes,3,No,0,No,0,No,0,0,1,2,0,0,0,3,0,0,No,No,No,Treatment
मधुबनी,Brother/Brother in law,Undergrad,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,Yes,Service (pvt),No,Yes,Yes,No,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,2,No work done,Nal Jal,2,Yes,Yes,No,Didn't speak,Yes,Last 2-3 months,Yes,3,Yes,1,No,0,No,0,5,1,3,0,0,0,0,2,0,Yes,No,No,Control
मधुबनी,Self,Std 10,Muslim,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,Yes,1,No,,No,Yes,Agri labor,No,Yes,Yes,No,PHED,,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Anyone,2,Nali gali,No Problem faced,2,Yes,Yes,No,Lst month,No,Last 2-3 months,Yes,2,No,0,No,0,No,0,3,1,0,0,0,0,2,2,1,Yes,Yes,No,Treatment
मधुबनी,Self,Std 12,Hindu,Married,EBC,BC-1/38/धानुक,No,No,,No,,No,Yes,HH business,No,Yes,Yes,No,PHED,,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,Anyone,,No work done,No work done,1,Yes,No,Yes,Didn't speak,No,Last 2-3 months,Yes,3,No,0,No,0,No,0,2,2,2,0,0,0,1,1,0,Yes,No,No,Treatment
मधुबनी,Self,Std 12,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,Yes,1,No,,No,Yes,HH business,No,Yes,No,,PHED,,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,same GP,2,No work done,No work done,2,Yes,Yes,No,More than 6 months,Yes,Didn't speak,Yes,3,No,0,No,0,No,0,5,3,4,0,0,0,3,4,3,No,No,No,Spillover
मधुबनी,Child,Std 6,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,Yes,1,Yes,1,No,Yes,Work on leased,No,Yes,No,,PHED,,No,,,,,Yes,same GP,2,No work done,No work done,2,Yes,Yes,No,Didn't speak,No,Lst month,Yes,3,No,0,No,0,No,0,5,3,3,0,0,0,3,3,2,No,No,No,Spillover
मधुबनी,Spouse,Std 9,Muslim,Married,EBC,BC-1/94/मोमिन (मुस्लिम) (जुलाहा/अंसारी),No,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,Mnrega,No work done,0,Yes,No,Yes,Last 6 months,Yes,Last 6 months,Yes,2,Yes,1,No,0,No,0,3,3,0,0,0,0,4,2,1,Yes,No,No,Control
मधुबनी,Self,Postgard,Hindu,Married,BC,BC-2/4/कुशवाहा (कोईरी),No,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,same GP,,No work done,No work done,1,Yes,Yes,No,Last week,No,Didn't speak,Yes,3,No,0,No,0,No,0,5,3,3,0,0,0,3,2,4,No,No,No,Control
मधुबनी,Self,Postgard,Muslim,Married,EBC,BC-1/4/कलन्दर,No,No,,No,,No,Yes,HH business,Yes,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,No work done,Nal Jal,3,Yes,Yes,No,Didn't speak,No,Last 2-3 months,Yes,3,No,0,No,0,No,0,6,2,0,0,0,0,2,3,0,No,No,No,Spillover
मधुबनी,Spouse,Std 12,Muslim,Married,EBC,BC-1/94/मोमिन (मुस्लिम) (जुलाहा/अंसारी),No,Yes,1,No,,No,Yes,HH service business,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Other gp and block but same dist,,Nali gali,No Problem faced,1,Yes,Yes,No,Last week,Yes,Last week,Yes,2,No,0,No,0,No,0,2,1,5,0,0,0,3,1,0,Yes,Yes,No,Treatment
मधुबनी,Spouse,Std 12,Hindu,Married,BC,"BC-2/22/यादव- (ग्वाला, अहीर, गोरा, घासी, मेहर, सदगोप, लक्ष्मी नारायण गोला)",No,No,,Yes,1,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,WA number is different,Yes,"Yes, once or twice in a day",No,Yes,Anyone,,No work done,No work done,2,Yes,Yes,Yes,Lst month,Yes,Lst month,Yes,3,Yes,2,No,0,No,0,6,2,3,0,0,0,3,3,0,No,No,No,Spillover
मधुबनी,Child,Std 8,Hindu,Married,SC,SC/7/चौपाल,Yes,No,,No,,No,Yes,Service (pvt),No,Yes,No,,PHED,,Yes,WA number is different,Yes,"Yes, as i receive the message",Yes,Yes,same GP,2,Nali gali,Nal Jal,2,Yes,Yes,No,Didn't speak,Yes,Lst month,Yes,2,No,0,No,0,No,0,0,1,0,0,0,0,0,2,3,No,No,No,Treatment
मधुबनी,Child,Postgard,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,No,Work on leased,No,Yes,Yes,Yes,No connection,,Yes,same number,Yes,"Yes, once or twice in a day",Yes,Yes,same GP,2,No work done,No work done,0,Yes,Yes,Yes,Last week,Yes,Last week,Yes,2,Yes,1,No,0,No,0,4,1,0,0,0,0,4,2,0,No,No,No,Spillover
मधुबनी,Self,Std 8,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,Yes,1,No,,No,Yes,Service (pvt),No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,2,Nali gali,Mnrega,1,Yes,Yes,No,Last 2-3 months,No,Last week,Yes,2,No,0,No,0,No,0,3,3,0,0,0,0,4,4,1,Yes,Yes,No,Control
मधुबनी,Spouse,Std 9,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,No,,No,,No,Yes,HH service business,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,2,No work done,No work done,2,Yes,Yes,Yes,Lst month,Yes,Last 2-3 months,Yes,1,No,0,No,0,No,0,3,1,2,0,0,0,2,0,0,No,No,No,Control
मधुबनी,Self,Undergrad,Hindu,Married,SC,"SC/20/पान, स्वासी",Yes,No,,No,,No,No,Work on leased,No,Yes,Yes,Yes,No connection,,Yes,same number,Yes,"Yes, once or twice in a day",Yes,Yes,same GP,2,No work done,Nali gali,0,Yes,No,Yes,Lst month,Yes,Last 6 months,Yes,2,Yes,1,Yes,1,No,0,5,5,0,0,0,0,4,4,0,No,No,No,Control
मधुबनी,Self,Std 5,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,Yes,1,No,,No,No,HH service business,No,Yes,No,,Nal Jal,No,No,,,,,Yes,Anyone,2,No work done,Nali gali,1,Yes,No,No,Didn't speak,No,Didn't speak,Yes,3,No,0,No,0,No,0,3,2,0,0,0,0,2,1,0,No,No,No,Control
मधुबनी,Self,Undergrad,Hindu,Unmarried,SC,SC/9/धोबी,Yes,No,,Yes,1,Yes,No,Do nothing,No,Yes,Yes,Yes,PHED,,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,Anyone,2,No work done,No work done,1,Yes,No,No,Didn't speak,Yes,Lst month,Yes,3,Yes,1,No,0,No,0,6,2,7,0,0,0,4,3,3,Yes,Yes,No,Control
मधुबनी,Self,Std 10,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,No,,No,,No,Yes,HH service business,No,Yes,Yes,Yes,No connection,,Yes,same number,Yes,"Yes, once or twice in a day",Yes,Yes,same GP,2,No work done,No work done,0,Yes,Yes,Yes,Last week,Yes,Last week,Yes,2,Yes,1,Yes,1,No,0,3,2,0,0,0,0,3,3,0,Yes,Yes,No,Control
मधुबनी,Child,Undergrad,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,Yes,NonAgri labor,No,Yes,No,,No connection,,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,2,No work done,Shauchalaya,2,Yes,Yes,Yes,Last 2-3 months,Yes,Last 2-3 months,Yes,1,No,0,No,0,No,0,2,2,3,0,0,0,2,0,0,No,No,No,Control
मधुबनी,Self,Undergrad,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,Yes,HH business,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,2,No work done,Nali gali,2,Yes,No,No,Last 2-3 months,Yes,Last 2-3 months,Yes,3,No,0,No,0,No,0,3,3,3,0,0,0,3,4,0,No,No,No,Control
मधुबनी,Spouse,Std 2,Muslim,Married,EBC,BC-1/94/मोमिन (मुस्लिम) (जुलाहा/अंसारी),No,No,,No,,No,Yes,Service (pvt),No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,No work done,Nal Jal,0,Yes,Yes,No,Last 2-3 months,No,Last 2-3 months,Yes,1,No,0,No,0,No,0,3,1,1,0,0,0,1,3,1,No,No,No,Control
मधुबनी,Spouse,Std 4,Hindu,Married,EBC,BC-1/52/बेलदार,No,No,,No,,No,Yes,Work on leased,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,Anyone,,No work done,No work done,0,Yes,Yes,No,Last week,No,Lst month,Yes,2,No,0,No,0,No,0,5,5,4,0,0,0,0,3,0,No,No,No,Control
मधुबनी,Spouse,Std 10,Muslim,Married,EBC,BC-1/94/मोमिन (मुस्लिम) (जुलाहा/अंसारी),No,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,No,,,,,Yes,same GP,,Nal Jal,Indira Awas,1,Yes,Yes,Yes,Lst month,Yes,Last 2-3 months,Yes,1,No,0,No,0,No,0,3,1,1,0,0,0,1,0,0,No,No,No,Control
मधुबनी,Self,Std 10,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,Yes,Work on agri,Yes,Yes,No,,No connection,,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,Yes,No work done,No work done,0,Yes,Yes,Yes,Last week,Yes,Last week,Yes,3,No,0,No,0,No,0,0,1,5,0,0,0,3,1,3,Yes,Yes,No,Spillover
मधुबनी,Brother/Brother in law,Std 12,Hindu,Married,EBC,BC-1/95/अमात,No,No,,No,,No,Yes,Work on leased,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Anyone,,No work done,No work done,4,No,Yes,Yes,Last week,No,Didn't speak,Yes,3,No,0,No,0,No,0,6,2,5,0,0,0,3,4,5,No,No,No,Treatment
मधुबनी,Brother/Brother in law,Undergrad,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,No,,No,,No,Yes,HH business,No,Yes,No,,PHED,,No,,,,,Yes,same GP,2,No work done,No work done,2,Yes,Yes,Yes,Didn't speak,No,Didn't speak,Yes,3,No,0,No,0,No,0,6,4,3,0,0,0,4,4,4,No,No,No,Treatment
मधुबनी,Spouse,Std 2,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,Yes,1,No,,Yes,Yes,Work on leased,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",Yes,Yes,same GP,2,No work done,Nal Jal,2,Yes,Yes,No,Last 2-3 months,Yes,Didn't speak,Yes,3,No,0,No,0,No,0,5,3,1,0,0,0,1,2,1,Yes,Yes,No,Spillover
मधुबनी,Spouse,Std 10,Hindu,Married,BC,"BC-2/20/बनिया-(सुढी,मोदक/मायरा, रोनियार, पनसारी, मोदी,कसेरा,केशरवानी, ठठेरा, कलवार(कलाल/एराकी),(वियाहुत कलवार),कमलापुरी वैश्यल,माहुरीवैश्यर, बंगी वैश्य (बंगाली बनिया),बर्नवाल, अग्रहरि वैश्य, वैश्य पोद्दार, कसौधन, गंधबनिक, बाथम वैश्य, गोलदार (पूर्वी/पश्चिम चंपारण), कमलापुरी वायल",No,No,,No,,No,No,Service (pvt),No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,Anyone,,No work done,Nali gali,2,Yes,Yes,Yes,Last 2-3 months,Yes,Last week,Yes,3,Yes,1,No,0,No,0,5,3,3,0,0,0,2,2,0,Yes,No,No,Spillover
मधुबनी,Spouse,Undergrad,Hindu,Married,SC,SC/18/मुसहर,Yes,No,,No,,No,Yes,NonAgri labor,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,2,Nal Jal,No Problem faced,2,Yes,No,No,Last 2-3 months,No,Lst month,Yes,2,No,0,No,0,No,0,5,3,3,0,0,0,3,3,2,No,No,No,Treatment
मधुबनी,Spouse,Std 9,Hindu,Married,SC,SC/7/चौपाल,Yes,Yes,1,No,,No,Yes,HH business,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Anyone,2,No work done,Nal Jal,1,Yes,Yes,No,Didn't speak,No,Last 2-3 months,Yes,1,No,0,No,0,No,0,2,1,0,0,0,0,2,1,1,No,No,No,Treatment
मधुबनी,Spouse,Std 4,Hindu,Married,SC,SC/7/चौपाल,Yes,Yes,3,No,,No,No,Work on leased,No,Yes,No,,Nal Jal,No,No,,,,,Yes,Other GP but same block,2,No work done,No work done,1,Yes,No,No,Didn't speak,No,Didn't speak,Yes,1,No,0,No,0,No,0,3,3,0,0,0,0,0,2,1,No,No,No,Treatment
मधुबनी,Self,Std 10,Hindu,Married,GEN,राजपूत,No,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,No,,,,,Yes,same GP,,No work done,No work done,3,Yes,No,No,Didn't speak,No,Didn't speak,Yes,2,No,0,No,0,No,0,4,3,3,0,0,0,3,2,2,No,No,No,Spillover
मधुबनी,Spouse,Undergrad,Hindu,Married,BC,"BC-2/22/यादव- (ग्वाला, अहीर, गोरा, घासी, मेहर, सदगोप, लक्ष्मी नारायण गोला)",No,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,No,,,,,Yes,same GP,,No work done,No work done,2,Yes,No,No,Lst month,No,Didn't speak,Yes,3,No,0,No,0,No,0,4,3,2,0,0,0,3,3,2,Yes,No,No,Control
मधुबनी,Self,Undergrad,Hindu,Married,SC,SC/7/चौपाल,Yes,No,,Yes,2,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,No,,,,,Yes,same GP,2,No work done,Nal Jal,4,Yes,Yes,No,Didn't speak,No,Last 2-3 months,Yes,3,No,0,No,0,No,0,3,2,0,0,0,0,2,3,0,No,No,No,Control
मधुबनी,Spouse,Undergrad,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,Yes,1,No,,No,Yes,HH service business,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Anyone,2,No work done,No work done,1,Yes,Yes,No,Didn't speak,Yes,Lst month,Yes,3,Yes,1,No,0,No,0,3,1,0,0,0,0,3,2,1,No,No,No,Treatment
मधुबनी,Self,Undergrad,Hindu,Unmarried,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,Yes,Work on leased,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,same GP,2,No work done,No work done,2,Yes,Yes,Yes,Didn't speak,Yes,Last 2-3 months,Yes,2,Yes,1,No,0,No,0,6,3,3,0,0,0,3,5,4,No,No,No,Treatment
मधुबनी,Spouse,Std 12,Hindu,Married,SC,SC/7/चौपाल,Yes,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,Other GP but same block,2,Nal Jal,No work done,0,Yes,Yes,No,Last 6 months,Yes,Lst month,Yes,2,No,0,No,0,No,0,3,4,0,0,0,0,0,3,1,No,No,No,Spillover
मधुबनी,Spouse,Std 10,Hindu,Married,GEN,भूमिहार,No,No,,No,,No,Yes,Work on agri,No,Yes,Yes,Yes,PHED,,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,No work done,No work done,3,Yes,Yes,No,Didn't speak,Yes,Lst month,Yes,3,Yes,1,No,0,No,0,5,3,3,0,0,0,3,3,4,No,No,No,Spillover
मधुबनी,Self,Std 8,Hindu,Married,EBC,BC-1/52/बेलदार,No,Yes,1,No,,No,Yes,Work on leased,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,,No work done,Nal Jal,0,Yes,Yes,No,Didn't speak,No,Didn't speak,Yes,2,No,0,No,0,No,0,5,3,0,0,0,0,0,2,1,Yes,No,No,Treatment
मधुबनी,Spouse,Std 10,Hindu,Married,EBC,BC-1/52/बेलदार,No,No,,No,,No,Yes,Raise cattle,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,Rarely,No,Yes,Anyone,,Nal Jal,No work done,2,Yes,No,No,Didn't speak,No,Didn't speak,Yes,3,No,0,No,0,No,0,6,3,0,0,0,0,3,2,0,Yes,Yes,No,Treatment
मधुबनी,Brother/Brother in law,Undergrad,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,No,,No,,No,Yes,HH service business,No,Yes,No,,Nal Jal,No,Yes,WA number is different,Yes,"Yes, once or twice in a day",No,Yes,same GP,2,No work done,Nali gali,1,Yes,Yes,No,Didn't speak,No,Last 2-3 months,Yes,3,Yes,1,No,0,No,0,5,1,4,0,0,0,2,1,0,No,No,No,Control
मधुबनी,Self,Std 8,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,2,Nal Jal,Mnrega,3,Yes,Yes,No,Didn't speak,Yes,Last 2-3 months,Yes,2,No,0,No,0,No,0,5,2,1,0,0,0,2,3,1,No,No,No,Treatment
मधुबनी,Self,Std 8,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",No,No,,No,,Yes,Yes,Service (pvt),No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,Anyone,,No work done,No work done,3,Yes,Yes,No,Didn't speak,Yes,Last 6 months,Yes,3,No,0,No,0,No,0,2,3,0,0,0,0,2,4,1,No,No,No,Treatment
मधुबनी,Child,Std 12,Hindu,Unmarried,BC,"BC-2/22/यादव- (ग्वाला, अहीर, गोरा, घासी, मेहर, सदगोप, लक्ष्मी नारायण गोला)",No,No,,No,,No,No,Work on agri,No,Yes,No,,No connection,,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,same GP,,No work done,No work done,3,Yes,Yes,No,Didn't speak,No,Didn't speak,Yes,3,No,0,No,0,No,0,6,2,3,0,0,0,4,4,0,Yes,Yes,Yes,Spillover
मधुबनी,Self,Undergrad,Hindu,Married,EBC,BC-1/126/तेली (हिन्दू एवं मुस्लिम),No,No,,No,,No,Yes,HH service business,No,Yes,No,,Nal Jal,Yes,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,No work done,Nali gali,2,No,Yes,No,Didn't speak,No,Didn't speak,Yes,2,No,0,No,0,No,0,2,1,0,0,0,0,1,3,0,Yes,No,No,Spillover
मधुबनी,Self,Std 10,Hindu,Married,EBC,BC-1/113/बढई,No,No,,No,,Yes,No,Work on agri,No,Yes,No,,Nal Jal,Yes,No,,,,,Yes,same GP,,No work done,No work done,1,Yes,Yes,No,Didn't speak,No,Didn't speak,Yes,3,No,0,No,0,No,0,1,2,0,0,0,0,3,2,0,Yes,Yes,No,Treatment
मधुबनी,Self,Std 8,Muslim,Married,GEN,शैख़ (मुस्लिम),No,No,,No,,No,Yes,HH business,No,Yes,No,,Nal Jal,Yes,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,Anyone,,No work done,No work done,0,Yes,No,No,Lst month,Yes,Last 6 months,Yes,3,No,0,No,0,No,0,1,1,0,0,0,0,2,1,1,Yes,Yes,No,Treatment
मधुबनी,Self,Std 12,Hindu,Married,EBC,BC-1/126/तेली (हिन्दू एवं मुस्लिम),No,No,,Yes,1,No,Yes,Service (pvt),No,Yes,No,,Nal Jal,No,No,,,,,No,,,No work done,Nali gali,4,Yes,Yes,No,Didn't speak,No,Last 2-3 months,Yes,3,No,0,No,0,No,0,3,2,0,0,0,0,3,3,0,Yes,No,No,Control
मधुबनी,Spouse,Undergrad,Hindu,Married,GEN,ब्राह्मण,No,No,,No,,No,Yes,Work on agri,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Other GP but same block,,No work done,No work done,2,Yes,Yes,Yes,Didn't speak,Yes,Last week,Yes,2,No,0,No,0,No,0,3,2,3,0,0,0,1,2,1,No,No,No,Control
मधुबनी,Father/Father in Law,Std 8,Hindu,Married,SC,SC/18/मुसहर,Yes,No,,No,,No,Yes,Work on leased,No,Yes,No,,No connection,,No,,,,,Yes,same GP,2,No work done,No work done,0,Yes,Yes,No,Didn't speak,No,Didn't speak,Yes,2,No,0,No,0,No,0,0,1,0,0,0,0,0,3,0,No,No,No,Control
मधुबनी,Self,Std 3,Hindu,Married,SC,SC/18/मुसहर,Yes,No,,No,,No,No,NonAgri labor,No,Yes,No,,No connection,,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,2,No work done,No work done,0,Yes,Yes,No,Didn't speak,No,Didn't speak,Yes,2,No,0,No,0,No,0,5,1,4,0,0,0,4,2,0,No,No,No,Control
मधुबनी,Self,Undergrad,Hindu,Married,EBC,BC-1/118/हलुवाई,No,No,,No,,No,Yes,Service (pvt),No,Yes,Yes,Yes,PHED,,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Anyone,,No work done,No work done,2,Yes,Yes,Yes,Didn't speak,Yes,Didn't speak,Yes,3,No,0,No,0,No,0,6,3,3,0,0,0,4,2,2,No,No,No,Spillover
मधुबनी,Self,Std 10,Hindu,Married,EBC,BC-1/38/धानुक,No,No,,No,,No,Yes,Work on agri,No,Yes,No,,PHED,,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,No work done,Nali gali,3,Yes,Yes,Yes,Last 2-3 months,No,Didn't speak,Yes,1,No,0,No,0,No,0,3,3,1,0,0,0,1,2,0,No,No,No,Treatment
मधुबनी,Self,Std 6,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,Yes,2,No,,No,Yes,HH business,No,Yes,No,,PHED,,No,,,,,Yes,same GP,2,No work done,Nal Jal,3,Yes,Yes,No,Didn't speak,No,Last 2-3 months,Yes,3,No,0,No,0,No,0,3,3,6,0,0,0,2,2,2,Yes,No,No,Spillover
मधुबनी,Spouse,Std 8,Hindu,Married,EBC,BC-1/38/धानुक,No,No,,No,,No,Yes,HH service business,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,Anyone,,No work done,No Problem faced,1,Yes,Yes,No,Didn't speak,No,Last 6 months,Yes,2,Yes,1,No,0,No,0,4,2,0,0,0,0,2,2,1,No,No,No,Spillover
मधुबनी,Self,Undergrad,Hindu,Unmarried,GEN,ब्राह्मण,No,No,,No,,No,Yes,HH service business,Yes,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,Anyone,,No work done,Nali gali,4,Yes,Yes,No,More than 6 months,Yes,Last 2-3 months,Yes,3,No,0,No,0,No,0,3,1,3,0,0,0,0,2,0,Yes,Yes,No,Treatment
मधुबनी,Brother/Brother in law,Postgard,Hindu,Unmarried,SC,"SC/11/दुसाध, धारी, धारही",Yes,Yes,1,Yes,2,Yes,Yes,Work on leased,No,Yes,No,,Nal Jal,No,Yes,WA number is different,Yes,"Yes, as i receive the message",No,Yes,same GP,2,No work done,No work done,3,Yes,Yes,No,Didn't speak,No,Last 6 months,Yes,3,No,0,No,0,No,0,6,3,3,0,0,0,3,2,3,No,No,No,Treatment
मधुबनी,Child,Undergrad,Hindu,Unmarried,EBC,BC-1/38/धानुक,No,No,,No,,Yes,Yes,Service (pvt),No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Anyone,,No work done,No work done,2,Yes,Yes,No,Didn't speak,Yes,Lst month,Yes,3,Yes,3,No,0,No,0,6,2,5,0,0,0,4,2,4,Yes,Yes,No,Spillover
मधुबनी,Spouse,Std 12,Hindu,Married,EBC,BC-1/64/मल्लाह,No,No,,No,,Yes,Yes,Work on agri,No,Yes,Yes,Yes,PHED,,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,Anyone,,No work done,No work done,1,Yes,No,Yes,Didn't speak,Yes,Didn't speak,Yes,3,No,0,No,0,No,0,2,1,3,0,0,0,4,3,1,Yes,Yes,No,Control
मधुबनी,Self,Undergrad,Hindu,Unmarried,EBC,BC-1/113/बढई,No,No,,No,,No,Yes,HH service business,No,Yes,Yes,Yes,PHED,,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,No work done,Mnrega,0,Yes,Yes,No,Didn't speak,Yes,Didn't speak,Yes,2,No,0,No,0,No,0,3,1,2,0,0,0,4,2,0,No,No,No,Control
मधुबनी,Self,Undergrad,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,Yes,Work on agri,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,2,No work done,Nali gali,1,Yes,Yes,No,Last 2-3 months,Yes,Last 2-3 months,Yes,3,No,0,No,0,No,0,3,2,0,0,0,0,2,0,0,No,No,No,Treatment
मधुबनी,Self,Std 10,Hindu,Married,BC,"BC-2/22/यादव- (ग्वाला, अहीर, गोरा, घासी, मेहर, सदगोप, लक्ष्मी नारायण गोला)",No,Yes,1,No,,No,Yes,HH service business,No,Yes,No,,No connection,,Yes,same number,Yes,"Yes, once or twice in a day",Yes,Yes,same GP,,Nal Jal,No work done,0,No,No,No,Didn't speak,No,Last week,Yes,2,No,0,No,0,No,0,4,3,0,0,0,0,0,3,1,Yes,No,No,Spillover
